Accident Type,Date,Speed (Km),Simple Injuries,Severe Injuries,Death,Medium Injuries,Road Lanes,Road Surfuce Description,Vehicle Country,Driver Licensee Type,Road Type,Light,Weather,Road Proerties,Driver Mistake,City,Vehicle type,Number of Cars,Driver Age,Sex
Collision,2018-01-09 12:52,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,59,Male
Collision,2018-01-09 23:04,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Ajloun,Passengers vehicle (up to 9 seats),2,38,Male
Collision,2018-01-09 23:04,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Ajloun,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-04-09 12:50,30,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,52,Male
Collision,2018-04-09 12:50,30,0,0,0,0,Two ways with median island,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Improper reversing,Zarqa,Passengers vehicle (up to 9 seats),2,44,Male
Collision,2018-03-09 8:01,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Female
Collision,2018-03-09 8:01,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,25,Female
Collision,2018-01-09 12:40,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Truck,2,20,Male
Collision,2018-01-09 12:40,40,0,0,0,0,Two ways with median island,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Open door while driving or parking,Irbid,Passenger and cargo vehicle,2,40,Male
Collision,2018-01-09 11:45,40,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers Van or small bus (10 to 30 seats),2,53,Male
Collision,2018-01-09 11:45,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Irbid,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-03-09 7:18,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,42,Male
Collision,2018-03-09 7:18,50,0,0,0,0,Two ways with median island,dry,Jordan,class 6b,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers Van or small bus (10 to 30 seats),2,45,Male
Collision,2018-03-09 8:00,40,0,0,0,0,One way,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-03-09 8:00,40,0,0,0,0,One way,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Open door while driving or parking,Amman,Passengers vehicle (up to 9 seats),2,51,Male
Run over,2018-01-09 11:15,60,0,0,0,1,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper reversing,al-karak,Passengers vehicle (up to 9 seats),1,39,Male
Collision,2018-03-09 7:30,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,45,Female
Collision,2018-03-09 7:30,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,37,Male
Collision,2018-01-09 0:02,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),1,26,Male
Collision,2018-01-09 0:04,30,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-01-09 0:04,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-01-09 0:12,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-01-09 0:12,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,30,Male
Collision,2018-01-09 0:16,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,night without enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 0:16,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,47,Male
Collision,2018-01-09 0:33,40,0,0,0,0,Public Parks,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 0:33,40,0,0,0,0,Public Parks,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 0:49,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Improper lane changes,Irbid,Passengers vehicle (up to 9 seats),1,0,Unkown
Collision,2018-01-09 18:00,40,0,0,0,0,One way,dry,Jordan,class5,asphalt,day,clear,flat straight,Tailgating,Balqa,Passenger and cargo vehicle,2,29,Male
Collision,2018-01-09 18:00,40,0,0,0,0,One way,dry,KSA,unkown driver,asphalt,day,clear,flat straight,Violation of traffic rules,Balqa,Passengers vehicle (up to 9 seats),2,29,Male
Collision,2018-01-09 0:52,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Truck,2,0,Unkown
Collision,2018-01-09 0:52,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-01-09 0:56,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,21,Female
Collision,2018-01-09 0:56,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-01-09 0:58,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,32,Female
Collision,2018-01-09 0:58,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,40,Male
Collision,2018-01-09 18:11,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Ajloun,Passenger and cargo vehicle,2,21,Male
Collision,2018-01-09 18:11,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Ajloun,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 1:10,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,dark,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),1,0,Unkown
Collision,2018-01-09 1:15,60,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Truck,2,32,Male
Collision,2018-01-09 1:15,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Wrong way driving,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 1:21,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-01-09 1:21,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 1:27,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-01-09 1:27,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Passing in intersection,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 1:32,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-01-09 1:32,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 1:33,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Ajloun,Passenger and cargo vehicle,2,0,Unkown
Collision,2018-01-09 1:33,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Ajloun,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-01-09 1:33,60,0,0,0,0,Two ways,dry,Jordan,class 6a,asphalt,day,clear,flat straight,Violation of traffic rules,Ajloun,Passenger and cargo vehicle,3,42,Male
Collision,2018-01-09 1:33,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Ajloun,Passengers vehicle (up to 9 seats),3,34,Male
Collision,2018-01-09 1:33,60,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Ajloun,Passenger and cargo vehicle,3,42,Male
Collision,2018-01-09 1:36,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Improper lane changes,Aqaba,Passenger and cargo vehicle,3,22,Male
Collision,2018-01-09 1:36,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Aqaba,Passengers vehicle (up to 9 seats),3,25,Male
Collision,2018-01-09 1:36,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Aqaba,Passengers vehicle (up to 9 seats),3,32,Male
Collision,2018-01-09 1:45,40,0,0,0,0,Two ways with median island,dry,KSA,unkown driver,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-01-09 1:45,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-01-09 1:46,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,29,Male
Collision,2018-01-09 1:46,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Improper lane changes,Zarqa,Passengers vehicle (up to 9 seats),2,29,Male
Collision,2018-01-09 1:49,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-01-09 1:49,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-01-09 2:00,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,night without enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-01-09 2:00,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 2:01,40,0,0,0,0,One way,dry,KSA,unkown driver,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-01-09 2:01,40,0,0,0,0,One way,dry,KSA,unkown driver,asphalt,night without enough light,clear,flat straight,Open door while driving or parking,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-01-09 2:34,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,Upright straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-01-09 2:34,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,Upright straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,31,Male
Collision,2018-01-09 2:39,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,night without enough light,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 2:39,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,34,Female
Collision,2018-01-09 3:00,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,0,Unkown
Collision,2018-01-09 3:00,60,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-01-09 4:11,50,0,0,0,0,Two ways with median island,dry,Jordan,class 6ab,asphalt,night with enough light,clear,Upright straight,Violation of traffic rules,Amman,Trailer private use,2,47,Male
Collision,2018-01-09 4:11,50,0,0,0,0,Two ways with median island,dry,Jordan,unkown driver,asphalt,night with enough light,clear,Upright straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-01-09 4:28,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-01-09 4:28,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Off-Road,2018-01-09 4:41,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),1,39,Male
Collision,2018-01-09 4:48,20,0,0,0,0,Parking lot,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper reversing,Amman,Passenger and cargo vehicle,1,37,Male
Collision,2018-01-09 5:15,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,30,Male
Collision,2018-01-09 5:15,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,39,Female
Collision,2018-01-09 7:17,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,52,Male
Collision,2018-01-09 7:17,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,44,Male
Collision,2018-01-09 7:26,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passenger and cargo vehicle,3,32,Male
Collision,2018-01-09 7:26,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),3,34,Male
Collision,2018-01-09 7:26,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),3,41,Male
Collision,2018-01-09 7:53,60,0,0,0,0,One way,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Balqa,Passengers Van or small bus (10 to 30 seats),2,51,Male
Collision,2018-01-09 7:53,60,0,0,0,0,One way,dry,Jordan,class4,asphalt,day,clear,flat straight,Tailgating,Balqa,Truck,2,25,Male
Off-Road,2018-01-09 8:06,80,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),1,25,Male
Collision,2018-01-09 8:14,30,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,38,Male
Collision,2018-01-09 8:14,30,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers Van or small bus (10 to 30 seats),2,69,Male
Collision,2018-01-09 8:17,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,35,Male
Collision,2018-01-09 8:17,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,62,Male
Collision,2018-01-09 8:21,60,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Tafila,Passengers vehicle (up to 9 seats),2,27,Female
Collision,2018-01-09 8:21,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Tafila,Passengers vehicle (up to 9 seats),2,37,Male
Collision,2018-01-09 8:21,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-09 8:21,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Amman,Truck,2,28,Male
Collision,2018-01-09 8:38,30,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,64,Male
Collision,2018-01-09 8:38,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Disregarding traffic signs,Amman,Passengers vehicle (up to 9 seats),3,0,Male
Collision,2018-01-09 8:38,30,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),3,40,Male
Collision,2018-01-09 8:42,70,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,fog,flat straight,Tailgating,al-karak,Passenger and cargo vehicle,2,41,Male
Collision,2018-01-09 8:42,70,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,fog,flat straight,Violation of traffic rules,al-karak,Passengers vehicle (up to 9 seats),2,49,Male
Collision,2018-01-09 8:49,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Balqa,Passengers vehicle (up to 9 seats),2,118,Male
