Accident Type,Date,Speed (Km),Simple Injuries,Severe Injuries,Death,Medium Injuries,Road Lanes,Road Surfuce Description,Vehicle Country,Driver Licensee Type,Road Type,Light,Weather,Road Proerties,Driver Mistake,City,Vehicle type,Number of Cars,Driver Age,Sex
Collision,2018-09-18 9:56,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passenger and cargo vehicle,2,49,Male
Collision,2018-09-18 9:56,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,50,Male
Collision,2018-09-18 10:03,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-09-18 10:03,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-09-18 10:06,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,29,Male
Collision,2018-09-18 10:06,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-09-18 10:10,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,30,Male
Collision,2018-09-18 10:10,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,30,Female
Collision,2018-09-18 10:12,60,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers Van or small bus (10 to 30 seats),2,25,Male
Collision,2018-09-18 10:12,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Tailgating,Zarqa,Passengers vehicle (up to 9 seats),2,48,Male
Collision,2018-09-18 10:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,45,Male
Collision,2018-09-18 10:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,47,Male
Collision,2018-09-18 10:18,50,2,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,37,Male
Collision,2018-09-18 10:18,50,2,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),3,37,Male
Collision,2018-09-18 10:18,50,2,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,53,Male
Collision,2018-09-18 10:23,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,32,Female
Collision,2018-09-18 10:23,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passenger and cargo vehicle,2,29,Male
Collision,2018-09-18 10:30,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,49,Male
Collision,2018-09-18 10:30,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Open door while driving or parking,Amman,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-09-18 10:36,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,56,Male
Collision,2018-09-18 10:36,60,0,0,0,0,Two ways with median island,dry,Jordan,class 6b,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Truck,3,30,Male
Collision,2018-09-18 10:36,60,0,0,0,0,Two ways with median island,dry,KSA,unkown driver,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),3,118,Unkown
Collision,2018-09-18 10:37,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-09-18 10:37,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,35,Male
Collision,2018-09-18 10:40,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 10:40,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,42,Male
Collision,2018-09-18 10:41,80,0,0,2,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Balqa,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 10:41,80,0,0,2,0,Two ways,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Violation of traffic rules,Balqa,Trailer private use,2,48,Male
Collision,2018-09-18 10:41,30,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,curved ramp,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,48,Male
Collision,2018-09-18 10:41,30,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,curved ramp,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,38,Male
Collision,2018-09-18 10:41,50,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,30,Male
Collision,2018-09-18 10:41,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper reversing,Amman,Passenger and cargo vehicle,2,40,Male
Collision,2018-09-18 10:41,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Truck,1,29,Male
Collision,2018-09-18 10:41,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,0,Unkown
Collision,2018-09-18 10:41,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Truck,2,39,Male
Collision,2018-09-18 10:43,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-09-18 10:43,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,38,Male
Collision,2018-09-18 10:44,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,49,Female
Collision,2018-09-18 10:44,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Open door while driving or parking,Amman,Passengers vehicle (up to 9 seats),2,46,Female
Collision,2018-09-18 10:44,60,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-09-18 10:44,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-09-18 10:44,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,36,Female
Collision,2018-09-18 10:44,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Running a stop sign,Amman,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-09-18 10:44,50,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Zarqa,Truck,2,118,Male
Collision,2018-09-18 10:44,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,41,Male
Collision,2018-09-18 10:49,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Zarqa,Passengers vehicle (up to 9 seats),2,56,Male
Collision,2018-09-18 10:49,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 10:49,60,0,0,0,0,Two ways with median island,dry,Jordan,clas2ab,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),3,50,Male
Collision,2018-09-18 10:49,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Irbid,Passengers vehicle (up to 9 seats),3,25,Male
Collision,2018-09-18 10:49,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Irbid,Passengers vehicle (up to 9 seats),3,24,Male
Collision,2018-09-18 10:51,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,34,Male
Collision,2018-09-18 10:51,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Unsafe Parking,Amman,Truck,2,23,Male
Collision,2018-09-18 10:52,40,0,0,0,0,Two ways,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Irbid,Truck,2,59,Male
Collision,2018-09-18 10:52,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 10:50,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Balqa,Passenger and cargo vehicle,2,23,Male
Collision,2018-09-18 10:50,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper reversing,Balqa,Passengers vehicle (up to 9 seats),2,53,Male
Collision,2018-09-18 10:53,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,26,Female
Collision,2018-09-18 10:53,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,35,Male
Collision,2018-09-18 11:02,40,0,0,0,0,Parking lot,dry,Jordan,class 6ab,concrrete,day,clear,flat straight,Violation of traffic rules,Zarqa,Trailer private use,2,39,Male
Collision,2018-09-18 11:02,40,0,0,0,0,Parking lot,dry,Jordan,class 6b,concrrete,day,clear,flat straight,Unsafe Parking,Zarqa,Truck,2,46,Male
Collision,2018-09-18 11:02,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-09-18 11:02,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Irbid,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-09-18 11:07,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 11:07,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,42,Female
Collision,2018-09-18 13:19,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,27,Female
Collision,2018-09-18 13:19,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 11:11,20,0,0,0,0,Parking lot,dry,Jordan,class 3,concrrete,day,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),1,39,Male
Collision,2018-09-18 11:13,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,42,Male
Collision,2018-09-18 11:13,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,37,Male
Collision,2018-09-18 11:23,40,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-09-18 11:23,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-09-18 13:23,50,0,0,0,0,One way,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 13:23,50,0,0,0,0,One way,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 11:24,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-09-18 11:24,60,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Truck,2,32,Male
Collision,2018-09-18 11:27,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,52,Male
Collision,2018-09-18 11:27,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-09-18 11:28,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-09-18 11:28,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-09-18 11:33,40,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-09-18 11:33,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Truck,2,39,Male
Collision,2018-09-18 11:35,60,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers Van or small bus (10 to 30 seats),2,27,Male
Collision,2018-09-18 11:35,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Zarqa,Passengers vehicle (up to 9 seats),2,70,Male
Collision,2018-09-18 11:39,40,0,0,0,0,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,78,Male
Collision,2018-09-18 11:39,40,0,0,0,0,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-09-18 11:39,50,0,0,0,0,One way,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,25,Male
Collision,2018-09-18 11:39,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Truck,2,37,Female
Collision,2018-09-18 11:42,40,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Improper reversing,Zarqa,Truck,2,54,Male
Collision,2018-09-18 11:42,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Truck,2,23,Male
Collision,2018-09-18 11:42,60,1,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,81,Male
Collision,2018-09-18 11:42,60,1,0,0,0,Two ways,dry,Kuwait,class 3,asphalt,day,clear,flat straight,Sharp curved,Amman,Passengers vehicle (up to 9 seats),2,0,Female
Collision,2018-09-18 11:50,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Truck,2,25,Male
Collision,2018-09-18 11:50,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 11:54,30,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,39,Male
Collision,2018-09-18 11:54,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,34,Male
Collision,2018-09-18 11:58,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Jerash,Truck,2,42,Male
Collision,2018-09-18 11:58,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Passing in intersection,Jerash,Truck,2,23,Male
Collision,2018-09-18 12:02,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),3,0,Unkown
Collision,2018-09-18 12:02,40,0,0,0,0,Two ways,dry,Jordan,class 6b,asphalt,day,clear,flat straight,Unsafe Parking,Irbid,Trailer private use,3,58,Male
Collision,2018-09-18 12:03,60,0,0,0,0,Two ways with median island,dry,KSA,unkown driver,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-09-18 12:03,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,28,Male
Run over,2018-09-17 21:05,50,0,0,0,1,Two ways,dry,UAE,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Irbid,agricultural vehicle,1,118,Male
Collision,2018-09-18 12:09,40,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Ajloun,Passengers Van or small bus (10 to 30 seats),1,44,Male
Collision,2018-09-18 12:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passenger and cargo vehicle,5,118,Male
Collision,2018-09-18 12:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),5,0,Female
Collision,2018-09-18 12:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),5,27,Male
Collision,2018-09-18 12:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),5,41,Male
Collision,2018-09-18 12:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),5,53,Male
Collision,2018-09-18 12:20,50,0,0,0,0,Two ways with median island,dry,Jordan,class 6a,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Truck,2,30,Male
Collision,2018-09-18 12:20,50,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Improper lane changes,Zarqa,Truck,2,51,Male
Collision,2018-09-18 12:26,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,44,Male
Collision,2018-09-18 12:26,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-09-18 12:26,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-09-18 12:26,70,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers Van or small bus (10 to 30 seats),2,50,Male
Collision,2018-09-18 12:28,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 12:28,50,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Improper reversing,Amman,Truck,2,51,Male
Collision,2018-09-18 12:29,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,62,Female
Collision,2018-09-18 12:29,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-09-18 12:31,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,35,Male
Collision,2018-09-18 12:31,40,0,0,0,0,Two ways,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,47,Male
Collision,2018-09-18 12:31,40,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Aqaba,Passenger and cargo vehicle,2,45,Male
Collision,2018-09-18 12:31,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Aqaba,Passengers vehicle (up to 9 seats),2,43,Female
Collision,2018-09-18 12:32,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Jerash,Truck,3,0,Unkown
Collision,2018-09-18 12:32,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Jerash,Passengers vehicle (up to 9 seats),3,0,Male
Collision,2018-09-18 12:32,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,"Speeding in school zone,innterssecctions and curved roads",Jerash,Passengers vehicle (up to 9 seats),3,0,Male
Collision,2018-09-18 15:39,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,36,Female
Collision,2018-09-18 15:39,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,66,Male
Collision,2018-09-18 12:40,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-09-18 12:40,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-09-18 12:46,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-09-18 12:46,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,28,Male
Collision,2018-09-18 12:50,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,Upright straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,33,Male
Collision,2018-09-18 12:50,60,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,Upright straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,60,Male
Collision,2018-09-18 12:51,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,57,Male
Collision,2018-09-18 12:51,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,77,Male
Collision,2018-09-18 12:52,60,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Improper reversing,Amman,Truck,2,31,Male
Collision,2018-09-18 12:52,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,47,Male
Collision,2018-09-18 12:53,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,39,Male
Collision,2018-09-18 12:53,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-09-18 12:56,40,0,0,0,0,Parking lot,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-09-18 12:56,40,0,0,0,0,Parking lot,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper reversing,Zarqa,Passenger and cargo vehicle,2,20,Male
Collision,2018-09-18 12:54,40,0,0,0,0,Two ways,dry,Jordan,class 6b,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Irbid,Truck,1,33,Male
Collision,2018-09-18 12:57,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Balqa,Truck,2,30,Male
Collision,2018-09-18 12:57,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Balqa,Truck,2,23,Male
Collision,2018-09-18 12:58,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,35,Male
Collision,2018-09-18 12:58,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-09-18 13:02,50,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
